ID,Gender,Age,Customer_Type,Type_of_Travel,Class,Flight_Distance,Departure_Delay,Arrival_Delay,Rating
538,Female,39,Returning,Business,Business,3983,0,0,4
539,Female,46,Returning,Business,Business,3437,58,53,5
540,Male,57,Returning,Business,Business,2298,9,10,5
541,Male,54,Returning,Business,Business,2494,1,0,0
542,Male,34,First-time,Business,Business,312,0,0,2
543,Male,53,Returning,Business,Business,3460,0,0,1
544,Male,30,Returning,Business,Business,3904,0,0,5
545,Male,39,Returning,Business,Business,3498,0,0,5
546,Female,59,First-time,Business,Business,134,13,14,4
547,Male,50,Returning,Business,Business,309,0,10,5
548,Female,55,First-time,Business,Business,134,0,0,3
549,Male,32,Returning,Business,Business,113,0,0,4
550,Female,40,Returning,Business,Business,164,38,33,5
551,Female,44,Returning,Business,Business,3447,0,0,5
552,Female,60,null,Business,Business,89,0,0,4
553,Female,57,Returning,Business,Business,134,0,0,5
554,Female,39,Returning,Business,Business,3514,0,10,2
555,Male,31,Returning,Business,Business,3057,0,0,2
556,Male,39,Returning,Business,Business,2398,0,4,5
557,Female,31,Returning,Business,Business,3594,15,23,3
558,Male,42,Returning,Business,Business,164,0,0,3
559,Female,51,Returning,Business,Business,3447,0,0,5
560,Female,32,Returning,Business,Business,2560,25,17,4
561,Male,23,First-time,Business,Business,247,80,76,5
562,Female,59,First-time,Business,Business,247,0,0,4
563,Female,29,Returning,Business,Business,1588,0,0,1
564,Male,49,Returning,Business,Business,89,0,0,5
565,Male,62,Returning,Business,Business,3235,19,18,4
566,Female,52,null,Business,Business,2145,0,0,4
567,Male,57,Returning,Business,Business,309,0,0,2
568,Male,40,Returning,Business,Business,312,0,0,2
569,Female,47,Returning,Business,Business,2947,0,14,1
570,Male,40,First-time,Business,Business,164,29,24,1
571,Male,46,Returning,Business,Business,113,9,3,3
572,Male,64,First-time,Business,Business,282,0,0,3
573,Female,27,Returning,Business,Business,89,0,0,4
574,Male,25,First-time,Business,Business,113,0,0,3
575,Female,54,Returning,Business,Business,2703,0,0,3
576,Female,68,First-time,Business,Business,158,0,0,2
577,Female,48,Returning,Business,Business,164,0,0,1
578,Male,37,Returning,Business,Business,309,40,35,4
579,Male,56,Returning,Business,Business,2414,0,0,5
580,Male,46,Returning,Business,Business,1598,11,12,3
581,Male,25,First-time,Business,Business,164,47,57,0
582,Female,33,First-time,Business,Business,158,0,2,2
583,Female,58,Returning,Business,Business,164,0,0,1
584,Male,25,First-time,Business,Business,282,0,1,1
585,Male,46,Returning,Business,Business,164,0,0,1
586,Female,50,Returning,Business,Business,158,0,0,4
587,Female,66,Returning,Business,Business,2883,0,0,2
588,Female,40,Returning,Business,Business,3424,36,37,1
589,Male,50,Returning,Business,Business,164,0,0,1
590,Female,56,Returning,Business,Business,2694,0,2,3
591,Female,56,Returning,Business,Business,1507,10,12,0
592,Male,55,First-time,Business,Business,102,0,0,1
593,Female,50,Returning,Business,Business,247,0,0,2
594,Male,42,Returning,Business,Business,1633,0,0,1
595,Male,44,Returning,Business,Business,229,36,22,5
596,Female,44,Returning,Business,Business,89,25,23,1
597,Female,46,Returning,Business,Business,3100,0,0,2
598,Male,56,Returning,Business,Business,247,1,8,2
599,Female,39,Returning,Business,Business,3269,0,0,1
600,Female,56,Returning,Business,Business,134,0,2,5
601,Female,57,Returning,Business,Business,2939,0,0,0
602,Female,58,Returning,Business,Business,2797,0,0,1
603,Female,24,First-time,Business,Economy,270,0,0,0
604,Male,47,Returning,Business,Business,396,0,0,3
605,Female,39,Returning,Business,Business,270,20,26,1
606,Male,46,Returning,Business,Business,134,0,0,4
607,Female,27,First-time,Business,Business,89,3,21,4
608,Female,30,Returning,Business,Business,2100,0,0,4
609,Male,50,Returning,Business,Business,3643,0,12,2
610,Male,23,Returning,Business,Business,2557,1,5,3
611,Male,56,Returning,Business,Business,158,0,0,5
612,Female,48,Returning,Business,Business,2311,8,12,4
613,Male,55,Returning,Business,Business,3534,0,0,5
614,Male,40,First-time,Business,Business,309,0,0,3
615,Female,39,Returning,Business,Business,2145,0,0,4
616,Male,27,First-time,Business,Business,89,0,0,2
617,Female,54,Returning,Business,Business,1586,10,19,1
618,Male,27,First-time,Business,Business,140,0,0,0
619,Male,43,null,Business,Business,312,0,0,5
620,Male,58,Returning,Business,Business,1936,24,21,3
621,Male,28,Returning,Business,Business,2521,0,0,3
622,Male,43,Returning,Business,Business,229,0,0,4
623,Male,39,First-time,Business,Business,309,0,0,2
624,Female,39,Returning,Business,Business,1766,0,0,2
625,Male,46,Returning,Business,Business,102,101,98,1
626,Male,51,Returning,Business,Business,2073,22,17,0
627,Male,45,Returning,Business,Business,247,28,14,2
628,Male,42,Returning,Business,Business,3903,0,0,5
629,Male,35,First-time,Business,Business,89,0,0,3
630,Male,40,Returning,Business,Business,134,0,0,3
631,Female,42,Returning,Business,Business,164,0,0,4
632,Female,47,Returning,Business,Business,158,0,1,3
633,Female,53,Returning,Business,Business,3785,0,0,5
634,Female,39,Returning,Business,Business,113,0,0,5
635,Male,55,First-time,Business,Business,158,1,0,5
636,Female,57,Returning,Business,Business,2554,0,0,5
637,Male,23,First-time,Business,Business,229,0,0,0
638,Female,40,Returning,Business,Business,3123,0,0,5
639,Male,39,Returning,Business,Business,309,25,16,4
640,Male,40,Returning,Business,Business,282,0,0,0
641,Male,58,Returning,Business,Business,3585,0,0,3
642,Female,52,Returning,Business,Business,2216,0,3,1
643,Female,60,Returning,Business,Business,3931,11,20,4
644,Female,49,Returning,Business,Business,89,0,0,4
645,Male,58,Returning,Business,Business,164,0,0,4
646,Male,52,Returning,Business,Business,3811,0,0,0
647,Female,37,Returning,Business,Business,1535,45,62,4
648,Male,21,First-time,Business,Economy,396,0,0,0
649,Male,37,First-time,Business,Business,164,0,31,2
650,Male,58,Returning,Business,Business,3593,0,0,4
651,Male,54,Returning,Business,Business,247,112,119,4
652,Female,23,First-time,Business,Economy,229,0,0,4
653,Male,27,First-time,Business,Business,482,0,0,4
654,Female,30,Returning,Business,Business,2369,0,0,1
655,Male,47,Returning,Business,Business,2556,0,0,5
656,Male,39,First-time,Business,Business,312,0,0,4
657,Female,58,Returning,Business,Business,3824,0,5,2
658,Male,48,Returning,Business,Business,1940,21,14,1
659,Male,49,Returning,Business,Business,229,0,1,5
660,Male,57,Returning,Business,Business,2360,0,0,5
661,Female,53,Returning,Business,Business,3574,0,0,3
662,Female,48,Returning,Business,Business,102,0,0,3
663,Female,45,Returning,Business,Business,3712,0,0,4
664,Male,58,Returning,Business,Business,2620,0,0,1
665,Female,41,Returning,Business,Business,229,0,0,1
666,Female,26,First-time,Business,Business,164,0,0,0
667,Female,54,Returning,Business,Business,229,0,0,1
668,Female,46,Returning,Business,Business,89,0,0,5
669,Male,40,Returning,Business,Business,3893,0,0,3
670,Female,50,null,Business,Business,134,0,10,1
671,Female,21,First-time,Business,Economy,134,0,0,0
672,Male,44,Returning,Business,Business,2525,0,16,4
673,Female,39,Returning,Business,Business,2929,0,0,4
674,Female,41,Returning,Business,Business,113,47,49,5
675,Female,46,null,Business,Business,113,0,0,3
676,Female,52,Returning,Business,Business,229,0,0,2
677,Female,24,First-time,Business,Economy,309,0,0,5
678,Female,54,Returning,Business,Business,164,0,0,1
679,Male,42,Returning,Business,Business,3640,0,0,1
680,Male,46,Returning,Business,Business,3259,46,60,4
681,Female,48,Returning,Business,Business,3552,0,0,2
682,Female,27,First-time,Business,Business,247,9,8,2
683,Male,42,Returning,Business,Business,134,0,0,3
684,Male,32,Returning,Business,Business,134,3,0,1
685,Male,54,Returning,Business,Business,309,0,0,4
686,Male,34,First-time,Business,Business,309,0,0,4
687,Male,32,Returning,Business,Business,282,0,0,3
688,Female,42,Returning,Business,Business,1988,0,0,1
689,Female,43,Returning,Business,Business,3102,0,0,4
690,Female,59,Returning,Business,Business,164,0,0,4
691,Male,37,First-time,Business,Business,309,0,0,2
692,Male,26,null,Business,Business,164,0,0,5
693,Female,40,null,Business,Business,3625,0,1,1
694,Female,39,Returning,Business,Business,2242,212,208,5
695,Male,20,First-time,Business,Economy,89,0,0,4
696,Male,22,null,Business,Economy,102,0,0,5
697,Male,43,Returning,Business,Business,3908,11,7,4
698,Male,18,Returning,Business,Business,2301,33,35,4
699,Female,46,Returning,Business,Business,113,8,8,4
700,Female,61,Returning,Business,Business,1701,0,0,2
701,Male,18,First-time,Business,Economy,270,0,0,4
702,Female,34,Returning,Business,Business,158,6,0,4
703,Male,50,First-time,Business,Business,134,15,43,2
704,Male,55,Returning,Business,Business,2900,0,0,1
705,Female,42,Returning,Business,Business,2950,0,0,1
706,Male,45,Returning,Business,Business,2987,0,0,1
707,Male,55,First-time,Business,Business,113,0,0,4
708,Male,38,Returning,Business,Business,3358,0,0,4
709,Female,50,Returning,Business,Business,2390,0,5,4
710,Female,40,Returning,Business,Business,158,116,135,4
711,Male,36,Returning,Business,Business,89,134,129,4
712,Female,52,Returning,Business,Business,3854,0,0,4
713,Male,54,Returning,Business,Business,89,0,0,3
714,Female,37,First-time,Business,Business,89,0,0,4
715,Male,35,Returning,Business,Business,3640,31,47,4
716,Female,37,First-time,Business,Business,134,78,73,2
717,Female,44,Returning,Business,Business,1915,0,0,2
718,Female,47,First-time,Business,Business,89,0,0,2
719,Female,27,First-time,Business,Business,158,0,10,2
720,Female,51,Returning,Business,Business,309,0,0,1
721,Female,44,First-time,Business,Business,354,0,0,3
722,Female,58,Returning,Business,Business,3798,5,4,2
723,Female,50,First-time,Business,Business,140,0,0,3
724,Male,45,Returning,Business,Business,3934,0,0,2
725,Male,21,First-time,Business,Economy,309,0,0,5
726,Male,56,Returning,Business,Business,89,0,0,5
727,Female,54,Returning,Business,Business,2509,0,3,4
728,Male,16,First-time,Business,Economy,309,0,0,4
729,Female,37,First-time,Business,Business,164,63,60,2
730,Female,41,Returning,Business,Business,2868,19,22,1
731,Female,22,First-time,Business,Business,164,3,0,2
732,Female,55,Returning,Business,Business,3446,0,0,2
733,Female,57,Returning,Business,Business,354,0,0,0
734,Female,39,First-time,Business,Business,89,0,44,2
735,Female,59,Returning,Business,Business,3085,0,0,2
736,Male,56,First-time,Business,Business,229,0,0,2
737,Female,46,Returning,Business,Business,3717,0,6,3
738,Male,44,Returning,Business,Business,158,66,57,3
739,Female,39,First-time,Business,Business,482,11,7,2
740,Male,32,Returning,Business,Business,270,0,0,2
741,Male,39,First-time,Business,Business,158,0,0,1
742,Female,46,Returning,Business,Business,158,0,0,5
743,Female,52,Returning,Business,Business,1975,0,0,0
744,Female,43,Returning,Business,Business,312,0,0,1
745,Female,58,Returning,Business,Business,2649,3,48,2
746,Male,44,Returning,Business,Business,102,6,7,2
747,Male,58,Returning,Business,Business,1834,0,0,3
748,Male,54,Returning,Business,Business,2385,0,0,1
749,Male,58,Returning,Business,Business,354,10,8,3
750,Male,55,null,Business,Business,164,61,66,4
751,Female,21,First-time,Business,Economy,354,2,8,4
752,Female,47,Returning,Business,Business,3824,0,0,4
753,Female,57,Returning,Business,Business,354,6,8,0
754,Male,56,Returning,Business,Business,3435,0,0,3
755,Female,50,Returning,Business,Business,134,0,0,5
756,Female,44,Returning,Business,Business,3189,5,3,1
757,Female,38,First-time,Business,Business,113,0,0,3
758,Female,20,First-time,Business,Economy,134,34,21,4
759,Female,24,First-time,Business,Business,158,0,46,0
760,Female,37,First-time,Business,Business,309,71,61,1
761,Male,48,Returning,Business,Business,3447,0,18,0
762,Female,37,Returning,Business,Business,3638,0,0,3
763,Female,40,Returning,Business,Business,3184,0,0,3
764,Male,43,Returning,Business,Business,309,0,4,4
765,Male,59,Returning,Business,Business,2394,4,8,4
766,Female,60,Returning,Business,Business,354,0,0,1
767,Female,46,Returning,Business,Business,1942,0,0,3
768,Female,52,Returning,Business,Business,1920,13,13,2
769,Male,49,Returning,Business,Business,158,0,0,4
770,Male,60,Returning,Business,Business,2883,0,0,3
771,Male,44,Returning,Business,Business,312,0,0,3
772,Female,73,Returning,Business,Business,134,0,0,3
773,Male,54,Returning,Business,Business,2218,0,0,1
774,Female,56,Returning,Business,Business,3886,0,0,2
775,Female,56,Returning,Business,Business,2568,0,0,1
776,Male,55,Returning,Business,Business,247,23,26,3
777,Female,50,Returning,Business,Business,3623,0,0,0
778,Male,42,Returning,Business,Business,2211,56,51,1
779,Male,42,Returning,Business,Business,247,0,4,1
780,Male,60,Returning,Business,Business,113,0,0,4
781,Male,37,Returning,Business,Business,2421,4,1,3
782,Male,39,First-time,Business,Business,89,23,38,0
783,Female,44,Returning,Business,Business,89,0,0,3
784,Male,24,First-time,Business,Economy,134,0,0,0
785,Male,40,First-time,Business,Business,270,0,0,4
786,Male,22,First-time,Business,Economy,134,27,18,4
787,Female,56,Returning,Business,Business,1707,7,15,4
788,Female,30,First-time,Business,Business,89,9,0,2
789,Female,40,Returning,Business,Business,3553,0,0,1
790,Female,47,Returning,Business,Business,482,9,0,2
791,Female,17,First-time,Business,Economy,354,10,12,4
792,Female,41,Returning,Business,Business,158,0,0,1
793,Female,49,Returning,Business,Business,3125,102,96,4
794,Female,22,First-time,Business,Business,309,0,0,0
795,Female,44,First-time,Business,Business,354,22,20,2
796,Female,37,First-time,Business,Business,158,0,0,3
797,Male,27,First-time,Business,Business,312,175,174,1
798,Female,48,First-time,Business,Business,309,0,5,2
799,Male,55,Returning,Business,Business,2389,37,28,1
800,Male,25,First-time,Business,Business,309,0,0,3
801,Female,55,Returning,Business,Business,1688,0,0,2
802,Male,47,Returning,Business,Business,134,0,0,3
803,Female,42,Returning,Business,Business,3761,5,12,1
804,Male,44,First-time,Business,Business,282,15,21,2
805,Male,42,Returning,Business,Business,1750,0,5,5
806,Male,42,Returning,Business,Business,1538,0,1,3
807,Female,58,First-time,Business,Business,396,0,0,4
808,Female,50,Returning,Business,Business,134,4,8,4
809,Male,57,Returning,Business,Business,309,17,16,1
810,Male,26,First-time,Business,Business,354,0,7,1
811,Female,42,Returning,Business,Business,1532,6,1,1
812,Female,22,First-time,Business,Business,229,37,37,3
813,Male,37,First-time,Business,Business,247,2,6,2
814,Male,30,Returning,Business,Business,309,0,0,3
815,Male,40,Returning,Business,Business,158,0,0,4
816,Female,48,Returning,Business,Business,2658,0,0,0
817,Male,51,Returning,Business,Business,102,0,0,1
818,Female,37,Returning,Business,Business,3853,0,0,3
819,Female,43,Returning,Business,Business,102,39,48,3
820,Male,41,First-time,Business,Business,309,18,18,2
821,Female,52,Returning,Business,Business,2236,27,28,3
822,Male,47,Returning,Business,Business,158,0,0,5
823,Male,60,Returning,Business,Business,102,0,0,1
824,Female,54,Returning,Business,Business,2538,0,1,0
825,Female,53,Returning,Business,Business,1588,7,18,0
826,Male,47,Returning,Business,Business,2880,0,0,5
827,Male,43,Returning,Business,Business,3120,4,0,3
828,Female,61,Returning,Business,Business,396,13,2,4
829,Female,57,Returning,Business,Business,164,25,23,4
830,Female,27,First-time,Business,Business,89,57,52,3
831,Female,25,First-time,Business,Business,247,0,2,1
832,Female,38,Returning,Business,Business,134,0,16,3
833,Male,47,Returning,Business,Business,229,36,27,5
834,Female,20,First-time,Business,Business,134,0,0,4
835,Male,34,Returning,Business,Business,354,31,29,2
836,Male,39,Returning,Business,Business,2879,0,0,5
837,Female,43,null,Business,Business,3923,7,8,3
838,Female,35,First-time,Business,Business,89,0,0,5
839,Female,45,Returning,Business,Business,2708,4,0,5
840,Female,51,Returning,Business,Business,229,12,4,1
841,Female,58,Returning,Business,Business,2808,11,6,2
842,Male,52,null,Business,Business,134,0,0,5
843,Female,23,Returning,Business,Business,89,0,0,2
844,Male,52,Returning,Business,Business,1959,0,0,4
845,Male,46,Returning,Business,Business,3934,0,0,2
846,Female,39,Returning,Business,Business,2224,0,0,3
847,Male,48,Returning,Business,Business,134,0,0,3
848,Male,63,Returning,Business,Business,134,0,0,5
849,Female,38,Returning,Business,Business,2885,4,8,1
850,Female,54,Returning,Business,Business,354,0,0,5
851,Male,39,Returning,Business,Business,309,0,0,4
852,Male,49,Returning,Business,Business,134,0,0,3
853,Male,17,First-time,Business,Economy,229,0,0,3
854,Female,18,First-time,Business,Economy,158,0,0,0
855,Male,45,Returning,Business,Business,2930,0,0,1
856,Female,58,Returning,Business,Business,354,0,0,2
857,Male,49,Returning,Business,Business,2449,0,0,4
858,Male,40,Returning,Business,Business,2845,3,8,5
859,Female,50,Returning,Business,Business,309,0,0,3
860,Female,56,Returning,Business,Business,247,9,5,5
861,Male,20,First-time,Business,Economy,113,0,0,0
862,Male,55,Returning,Business,Business,2480,0,0,5
863,Female,36,First-time,Business,Business,282,0,0,2
864,Female,39,First-time,Business,Business,312,9,3,3
865,Male,42,Returning,Business,Business,1656,20,11,3
866,Male,44,Returning,Business,Business,1644,0,0,4
867,Female,45,Returning,Business,Business,3665,0,0,5
